ColorName,HexCode,RGB_1,RGB_2,RGB_3
Avocado,#568203,86,130,3
John Lemon,#eeff22,238,255,34
Ancient Scroll,#f5e6de,245,230,222
Ginger Beer,#c27f38,194,127,56
Onyx,#464544,70,69,68
Philodendron,#116356,17,99,86
Juggernaut,#255367,37,83,103
Irish Moor,#b5c0b3,181,192,179
Gourmet Honey,#e3cba8,227,203,168
Pretty in Pink,#fabfe4,250,191,228
Chimera,#74626d,116,98,109
Sour Yellow,#eeff04,238,255,4
Clairvoyant,#480656,72,6,86
Maize,#f4d054,244,208,84
Whisky Cola,#772233,119,34,51
Grey Area,#8f9394,143,147,148
Mellow Mango,#cc4400,204,68,0
Frozen Mammoth,#dfd9da,223,217,218
Joker's Smile,#d70141,215,1,65
Goldilocks,#fff39a,255,243,154
Hobgoblin,#01ad8f,1,173,143
Retro Vibe,#cb9711,203,151,17
Fedora,#625665,98,86,101
Fire Engine,#fe0002,254,0,2
Purple Noir,#322c56,50,44,86
Digger's Gold,#a37336,163,115,54
Lightning Bolt,#e5ebe6,229,235,230
Permafrost,#98eff9,152,239,249
Hidden Paradise,#5e8b3d,94,139,61
Azure,#007fff,0,127,255
Clotted Cream,#f3efcd,243,239,205
Evil Forces,#770022,119,0,34
Orchid,#7a81ff,122,129,255
Flickr Pink,#fb0081,251,0,129
Imperial Ivory,#f1e8d2,241,232,210
Funky Frog,#98bd3c,152,189,60
Nightfall,#43535e,67,83,94
Bat's Blood Soup,#ee3366,238,51,102
Dwindling Dandelion,#f9e9d7,249,233,215
Winter Storm,#4b7079,75,112,121
Purple's Baby Sister,#eec3ee,238,195,238
Go Go Green,#008a7d,0,138,125
Exotic Escape,#96d9df,150,217,223
Gentle Caress,#fcd7ba,252,215,186
Jack and Coke,#920f0e,146,15,14
End of Summer,#cc8f15,204,143,21
Cherry Tomato,#f2013f,242,1,63
Lambs Wool,#e6d1b2,230,209,178
Greedy Gecko,#aa9922,170,153,34
Neon Purple,#bc13fe,188,19,254
Shin Godzilla,#9a373f,154,55,63
Cooler Than Ever,#77bbff,119,187,255
Hot Pink,#ff028d,255,2,141
Wineberry,#663366,102,51,102
Platinum Blonde,#f0e8d7,240,232,215
Mykonos,#387abe,56,122,190
Christmas Red,#b01b2e,176,27,46
Majesty,#593761,89,55,97
LeChuck's Beard,#3c351f,60,53,31
Bruschetta,#a75949,167,89,73
Orange Juice,#ff7f00,255,127,0
Pistachio Shell,#d7cfbb,215,207,187
Vivid Violet,#9f00ff,159,0,255
Astral,#376f89,55,111,137
Silver Bird,#fbf5f0,251,245,240
Flickering Light,#fff1dc,255,241,220
Whale's Tale,#115a82,17,90,130
Nebulous,#c4b9b8,196,185,184
Pinball,#d3d3d3,211,211,211
Pinky Swear,#eeaaee,238,170,238
Wild Forest,#38914a,56,145,74
Feta,#dbe0d0,219,224,208
Goblin Green,#76ff7a,118,255,122
Charm,#d0748b,208,116,139
Bumblebee,#ffc82a,255,200,42
Concord,#827f79,130,127,121
Light Blush,#e9c4cc,233,196,204
Oxblood,#800020,128,0,32
Moonscape,#725f69,114,95,105
Espresso Macchiato,#4f4744,79,71,68
Gecko,#9d913c,157,145,60
Cotton Candy Explosions,#dd22ff,221,34,255
Blue Blood,#6b7f81,107,127,129
Macadamia,#e4cfb6,228,207,182
Tadorna Teal,#7ad7ad,122,215,173
Race the Sun,#eef3d0,238,243,208
Ivy,#226c63,34,108,99
Arrowwood,#bc8d1f,188,141,31
Peachy Pinky,#ff775e,255,119,94
White Chalk,#f6f4f1,246,244,241
Hemp,#987d73,152,125,115
Pearl,#eae0c8,234,224,200
Yacht Club,#566062,86,96,98
Tardis Blue,#003b6f,0,59,111
Oyster,#e3d3bf,227,211,191
Java,#259797,37,151,151
Burning Ultrablue,#150aec,21,10,236
Breath of Fire,#ee0011,238,0,17
Dark Dreams,#332266,51,34,102
Crumbling Statue,#cabfb4,202,191,180
Mulled Cider,#a18162,161,129,98
Helium,#eae5d8,234,229,216
Verminal,#55cc11,85,204,17
Tomato Baby,#e10d18,225,13,24
Blossom,#fee9d8,254,233,216
Himalayan Salt,#c07765,192,119,101
Flirt,#7a2e4d,122,46,77
Gremlin,#a79954,167,153,84
Nervous Neon Pink,#ff6ec7,255,110,199
Water,#d4f1f9,212,241,249
Hot Cuba,#bb0033,187,0,51
Night Rendezvous,#66787e,102,120,126
Night Kite,#005572,0,85,114
Timeless Beauty,#b6273e,182,39,62
Lucky Penny,#bc6f37,188,111,55
Dune,#d5c0a1,213,192,161
Bronze,#a87900,168,121,0
Walrus,#999b9b,153,155,155
Lime Twist,#c6d624,198,214,36
Humble Blush,#e3cdc2,227,205,194
Green Revolution,#009944,0,153,68
Duck Butter,#ddc75b,221,199,91
Hairy Heath,#633528,99,53,40
Castaway Beach,#d0c19f,208,193,159
Waterworld,#00718a,0,113,138
Petrified,#8b8680,139,134,128
Inchworm,#b2ec5d,178,236,93
Slice of Heaven,#0022ee,0,34,238
Magical Stardust,#eaeadb,234,234,219
Corona,#ffb437,255,180,55
Tropical Dream,#d9eae5,217,234,229
Light Yellow,#fffe7a,255,254,122
Polished Copper,#b66325,182,99,37
Boutique Beige,#e1cead,225,206,173
Spikey Red,#600000,96,0,0
Banana,#fffc79,255,252,121
Deep Sky Blue,#0d75f8,13,117,248
Paper White,#eef0f3,238,240,243
Fuji Peak,#f6eee2,246,238,226
Aquamarine,#2ee8bb,46,232,187
Iguana,#818455,129,132,85
Night Sky,#2a2a35,42,42,53
Cuba Libre,#73383c,115,56,60
Weathered Stone,#c4c4c4,196,196,196
Piment Piquant,#cc2200,204,34,0
Lavish Spending,#8469bc,132,105,188
Warm Blue,#4b57db,75,87,219
Black Magic,#4f4554,79,69,84
Cold Shoulder,#d4e0ef,212,224,239
Vicious Violet,#8f509d,143,80,157
Tiger King,#dd9922,221,153,34
Walnut,#773f1a,119,63,26
Ravioli al Limone,#fade79,250,222,121
Jupiter,#e1e1e2,225,225,226
Polished Gold,#eeaa55,238,170,85
Crushed Ice,#c4fff7,196,255,247
Apocalyptic Orange,#f4711e,244,113,30
Jealous Jellyfish,#bb0099,187,0,153
Crow,#180614,24,6,20
Deep Saffron,#ff9932,255,153,50
Radical Red,#ff355e,255,53,94
Cypress,#545a3e,84,90,62
Heron,#62617e,98,97,126
Holy Grail,#e8d720,232,215,32
French Wine,#ac1e44,172,30,68
Wine Tour,#653b66,101,59,102
Vinaigrette,#efdaae,239,218,174
Butternut,#ffa177,255,161,119
Strawberry Dreams,#ff88aa,255,136,170
Black Pearl,#1e272c,30,39,44
Jumbo,#878785,135,135,133
Knight's Armor,#5c5d5d,92,93,93
Lost at Sea,#8d9ca7,141,156,167
Bittersweet,#fea051,254,160,81
Court-Bouillon,#cecb97,206,203,151
Ketchup,#9a382d,154,56,45
Lollipop,#cc1c3b,204,28,59
Peach Fuzz,#ffc7b9,255,199,185
Iron Fist,#cbcdcd,203,205,205
Vapor,#f0ffff,240,255,255
Marshmallow,#f0eee4,240,238,228
Dark Sanctuary,#3f012c,63,1,44
May Green,#4c9141,76,145,65
Party Pig,#ee99ff,238,153,255
Lawn Green,#4da409,77,164,9
Weissbier,#b3833b,179,131,59
Pebble,#9d9880,157,152,128
Bee Yellow,#feff32,254,255,50
Blackberry Yogurt,#e5bddf,229,189,223
Limoncello,#bfff00,191,255,0
White Pearl,#ede1d1,237,225,209
Sand Ripples,#c1b7b0,193,183,176
Electric Yellow,#fffc00,255,252,0
Pink Pleasure,#ffdfe5,255,223,229
Homeopathic Blue,#dbe7e3,219,231,227
Natural Light,#f1ebc8,241,235,200
Windows 95 Desktop,#018281,1,130,129
Katy Berry,#aa0077,170,0,119
Daisy Desi,#fcdf8a,252,223,138
Winter Wizard,#a0e6ff,160,230,255
Warm Purple,#952e8f,149,46,143
Berries n Cream,#f2b8ca,242,184,202
Inuit Blue,#d8e4e7,216,228,231
Grape Candy,#905284,144,82,132
Pearl White,#f3f2ed,243,242,237
Dark Denim,#005588,0,85,136
Tropical Fog,#cbcab6,203,202,182
Montreux Blue,#5879a2,88,121,162
Enchanting Ivy,#315955,49,89,85
Fuchsia Nebula,#7722aa,119,34,170
Aquarius,#3cadd4,60,173,212
Jet d'Eau,#d1eaec,209,234,236
Grey,#808080,128,128,128
Barberry,#ee1133,238,17,51
Dried Tomatoes,#ab6057,171,96,87
China Silk,#e3d1cc,227,209,204
Delicate Lemon,#eedd77,238,221,119
Blue Martini,#52b4d3,82,180,211
Kefir,#d5d5ce,213,213,206
Crystal Lake,#88b5c4,136,181,196
Stormy Horizon,#777799,119,119,153
Belladonna,#220011,34,0,17
Brain Freeze,#00eeff,0,238,255
Bay,#bae5d6,186,229,214
Pumpkin Pie,#e99e56,233,158,86
Waikiki,#218ba0,33,139,160
Cardboard,#c19a6c,193,154,108
Another One Bites the Dust,#c7bba4,199,187,164
Nymph's Delight,#7b6c8e,123,108,142
Pastel Lilac,#bdb0d0,189,176,208
Necklace Pearl,#f6eeed,246,238,237
Cyan,#0ff0fe,15,240,254
Rampant Rhubarb,#603231,96,50,49
Mint,#3eb489,62,180,137
Purple Poodle,#dab4cc,218,180,204
Violet Velvet,#b19cd9,177,156,217
Grotesque Green,#64e986,100,233,134
Maniac Green,#009000,0,144,0
Fine Pine,#008800,0,136,0
Moonraker,#c0b2d7,192,178,215
Hot Curry,#815b28,129,91,40
Whisky Sour,#eeaa33,238,170,51
Pomegranate,#c35550,195,85,80
Mango Cheesecake,#fbedda,251,237,218
Primal Green,#11875d,17,135,93
Heavy Orange,#ee4328,238,67,40
Döner Kebab,#bb7766,187,119,102
Lima,#a9f971,169,249,113
Whiskey Sour,#d4915d,212,145,93
Nut Cracker,#816c5b,129,108,91
Purple,#800080,128,0,128
Maiden's Blush,#f3d3bf,243,211,191
Partial Pink,#ffedf8,255,237,248
Waffle Cone,#e2c779,226,199,121
Cherry Velvet,#e10646,225,6,70
Dark Blue,#305679,48,86,121
Chickadee,#ffcf65,255,207,101
King Lizard,#77dd22,119,221,34
Mexican Chile,#d16d76,209,109,118
Cookie Dough,#ab7100,171,113,0
Blue Whale,#1e3442,30,52,66
Salty Ice,#cce2f3,204,226,243
Oriental Olive,#445533,68,85,51
Pink Poison,#ff007e,255,0,126
Ambrosia,#d2e7ca,210,231,202
Fluorescent Lime,#bdc233,189,194,51
In for a Penny,#ee8877,238,136,119
Wishing Well,#d0d1c1,208,209,193
Jaguar,#29292f,41,41,47
Lead,#212121,33,33,33
Fresh Blue of Bel Air,#069af3,6,154,243
Frogger,#8cd612,140,214,18
Purple Illusion,#b8b8f8,184,184,248
First Love,#cf758a,207,117,138
Metroid Red,#f83800,248,56,0
Pasta Rasta,#eec474,238,196,116
Caramel Crumb,#c39355,195,147,85
Nude Flamingo,#e58f7c,229,143,124
Bianca,#f4efe0,244,239,224
Coconut Macaroon,#dacac0,218,202,192
Opal Green,#157954,21,121,84
Khaki,#c3b091,195,176,145
Grapest,#880066,136,0,102
Mink,#8a7561,138,117,97
Organic,#747261,116,114,97
Martini,#b7a8a3,183,168,163
Gratin Dauphinois,#e0d2a9,224,210,169
Wood Bark,#302621,48,38,33
BioShock,#889900,136,153,0
Charcoal,#343837,52,56,55
Mediterranean Sea,#1e8cab,30,140,171
Warrior,#7d685b,125,104,91
Jack-o,#fb9902,251,153,2
Velvet Scarf,#e3dfec,227,223,236
Kiwi Kiss,#eef9c1,238,249,193
Oasis,#0092a3,0,146,163
Redrum,#ff2200,255,34,0
Dark & Stormy,#353f51,53,63,81
Light Lilac,#dcc6d2,220,198,210
Jungle,#00a466,0,164,102
Extraviolet,#661188,102,17,136
Estragon,#a5af76,165,175,118
Evergreen,#11574a,17,87,74
Crème Fraîche,#f7f0e2,247,240,226
North Atlantic,#536d70,83,109,112
Mellow Apricot,#f8b878,248,184,120
Flirtatious Flamingo,#cc22ff,204,34,255
Chartreuse,#c1f80a,193,248,10
Honey,#ba9238,186,146,56
Grilled,#633f2e,99,63,46
Hammam Blue,#65dcd6,101,220,214
Big Spender,#acddaf,172,221,175
Day On Mercury,#d5d2d1,213,210,209
Mikado Yellow,#ffc40c,255,196,12
Marble White,#f2f0e6,242,240,230
Indian Mesa,#d5a193,213,161,147
Cane Sugar,#e3b982,227,185,130
Bento Box,#cc363c,204,54,60
Lazy Daisy,#f6eba1,246,235,161
Borlotti Bean,#d9b1aa,217,177,170
Lost in the Woods,#014426,1,68,38
Midnight Express,#21263a,33,38,58
Anchovy,#756f6b,117,111,107
Abyssal Waters,#005765,0,87,101
Below Zero,#87cded,135,205,237
Bath Bubbles,#e6f2ea,230,242,234
Marine,#042e60,4,46,96
Gangsters Gold,#ffdd22,255,221,34
Hollow Knight,#330055,51,0,85
Neon Blue,#04d9ff,4,217,255
Glacial Ice,#eae9e7,234,233,231
Fog,#d6d7d2,214,215,210
Fresh Snow,#f6efe1,246,239,225
Midnight,#03012d,3,1,45
Macau,#46c299,70,194,153
Berry,#990f4b,153,15,75
Veranda Gold,#af9968,175,153,104
Lusty Lips,#d5174e,213,23,78
Wasabi,#afd77f,175,215,127
Bamboo Forest,#b1a979,177,169,121
Maizena,#fbec5e,251,236,94
Haute Couture,#a0252a,160,37,42
Broom,#eecc24,238,204,36
Fricassée,#ffe6c2,255,230,194
Cherry Paddle Pop,#fe314b,254,49,75
Ice Cold,#d2eaf1,210,234,241
Lemonade,#f0e79d,240,231,157
Woodgrain,#996633,153,102,51
Peas Please,#8c7f3c,140,127,60
Cornflake,#f0e68c,240,230,140
Pimm's,#c3585c,195,88,92
Brass Buttons,#dfac4c,223,172,76
Deer,#ba8759,186,135,89
Ghost White,#f8f8ff,248,248,255
Candied Apple,#b95b6d,185,91,109
Blue Bell,#93b4d7,147,180,215
Honeycomb,#ddaa11,221,170,17
Jaffa,#e27945,226,121,69
Plastic Lips,#aa2266,170,34,102
Mayan Treasure,#ce9844,206,152,68
Red Menace,#aa2121,170,33,33
Greystone,#b7b9b5,183,185,181
Spicy Sweetcorn,#f6ac00,246,172,0
Halo,#e2c392,226,195,146
Venom Dart,#01ff01,1,255,1
Porcelain,#dddcdb,221,220,219
Dr. White,#fafafa,250,250,250
Gatsby Glitter,#eed683,238,214,131
Golden Retriever,#eedec7,238,222,199
Mountain View,#2e3d30,46,61,48
Machu Picchu Gardens,#99bb33,153,187,51
Fiesta,#edd8d2,237,216,210
Eminence,#6e3974,110,57,116
Dr Who,#78587d,120,88,125
Papyrus,#999911,153,153,17
Vibrant Blue,#0339f8,3,57,248
Kiss A Frog,#bec187,190,193,135
Goddess,#d0e1e8,208,225,232
Blues White Shoes,#99badd,153,186,221
Fluorescent Red,#ff5555,255,85,85
Munsell Blue,#0093af,0,147,175
Imperial,#602f6b,96,47,107
Eggplant,#430541,67,5,65
Gazelle,#947e68,148,126,104
Dust to Dust,#bbbcbc,187,188,188
Orbital,#6d83bb,109,131,187
Lazy Lizard,#9c9c4b,156,156,75
Melancholia,#12390d,18,57,13
Money,#7b9a6d,123,154,109
Pompelmo,#ff6666,255,102,102
Coquelicot,#ff3800,255,56,0
Hint of Pink,#f1e4e1,241,228,225
Bangalore,#bbaa88,187,170,136
Peach Fizz,#ffa883,255,168,131
Pink Horror,#90305d,144,48,93
Pink Ink,#ff1476,255,20,118
Professor Plum,#393540,57,53,64
Pizza,#bf8d3c,191,141,60
Deep Night,#494c55,73,76,85
Green Tea,#b5b68f,181,182,143
King Kong,#161410,22,20,16
Floating Feather,#e9d8c2,233,216,194
Wonder Wine,#635d63,99,93,99
Che Guevara Red,#ed214d,237,33,77
Light Blue,#add8e6,173,216,230
Pink Floyd,#eb9a9d,235,154,157
Pacific,#1f595c,31,89,92
Heavenly Sky,#6b90b3,107,144,179
Citadel,#748995,116,137,149
Darth Vader,#0b0b0b,11,11,11
Homeopathic Lilac,#e1e0eb,225,224,235
Lightning Bug,#efde74,239,222,116
Limonana,#11dd66,17,221,102
Mocha,#9d7651,157,118,81
Fluorescent Green,#08ff08,8,255,8
Diva,#c9a0ff,201,160,255
Neon Yellow,#cfff04,207,255,4
Ridgeback,#ef985c,239,152,92
Moccasin,#fbebd6,251,235,214
Purple Pirate,#bb00aa,187,0,170
Amore,#ae2f48,174,47,72
Vineyard,#819e84,129,158,132
Brick Red,#8f1402,143,20,2
Butter,#ffff81,255,255,129
White Chocolate,#f0e3c7,240,227,199
Dark Souls,#a3a3a2,163,163,162
Calypso,#3d7188,61,113,136
Guacamole,#95986b,149,152,107
Inca Gold,#bb7a2c,187,122,44
Corbeau,#111122,17,17,34
Raging Raisin,#aa3333,170,51,51
Muted Purple,#805b87,128,91,135
Precious Persimmon,#ff7744,255,119,68
Hyper Light Drifter,#eddbda,237,219,218
Night Market,#4c6177,76,97,119
Gin Tonic,#ecebe5,236,235,229
Princess Peach,#f878f8,248,120,248
Four Leaf Clover,#738f5d,115,143,93
Landjäger,#af403c,175,64,60
Yucca,#75978f,117,151,143
Laser Lemon,#ffff66,255,255,102
Kermit Green,#5cb200,92,178,0
Bonsai Garden,#9e9e7c,158,158,124
Fish Boy,#11dddd,17,221,221
Cow's Milk,#f1ede5,241,237,229
Tuscan,#fbd5a6,251,213,166
Pea,#a4bf20,164,191,32
Peanut Butter,#be893f,190,137,63
Wax Flower,#eeb39e,238,179,158
Plum Perfect,#aa1155,170,17,85
Fading Horizon,#442266,68,34,102
Copper Coin,#da8a67,218,138,103
Kobe,#882d17,136,45,23
Film Noir,#473933,71,57,51
Pastel Red,#ff6961,255,105,97
Merlot Fields,#712735,113,39,53
Grape Green,#a8e4a0,168,228,160
The Vast of Night,#110066,17,0,102
Demonic,#bb2233,187,34,51
Cocoa,#875f42,135,95,66
Mercurial,#b6b0a9,182,176,169
Delicate Ice,#b7d2e3,183,210,227
Fresh Gum,#ffaadd,255,170,221
Cameo,#f2debc,242,222,188
Dark Crypt,#3f4551,63,69,81
Pisco Sour,#beeb71,190,235,113
Perrywinkle,#8f8ce7,143,140,231
Violet Pink,#fb5ffc,251,95,252
Embarrassment,#ff7777,255,119,119
Maritime,#bdcfea,189,207,234
Bark,#5f5854,95,88,84
Oh My Gold,#eebb55,238,187,85
Safety Orange,#ff6600,255,102,0
Broad Daylight,#bbddff,187,221,255
Rusty Heart,#a04039,160,64,57
Nile,#b4bb85,180,187,133
Hong Kong Mist,#948e90,148,142,144
Mille-Feuille,#efc87d,239,200,125
Hippy,#eae583,234,229,131
Kabul,#6c5e53,108,94,83
Planet Earth,#daddc3,218,221,195
Punch,#dc4333,220,67,51
Ochre Spice,#e96d03,233,109,3
Clementine,#e96e00,233,110,0
Amor,#ee3377,238,51,119
Cumin,#a58459,165,132,89
Perfume Haze,#f3e9f7,243,233,247
Quack Quack,#ffe989,255,233,137
Cinder,#242a2e,36,42,46
Cherry Blossom,#f7cee0,247,206,224
Parmesan,#ffffdd,255,255,221
Kale,#5a7247,90,114,71
Zenith,#497a9f,73,122,159
Pleasure,#80385c,128,56,92
Frozen Tomato,#dd5533,221,85,51
Lime,#aaff32,170,255,50
Isle of Dreams,#bcccb5,188,204,181
Heavy Heart,#771122,119,17,34
Green Glint,#dcf1c7,220,241,199
Hot Lips,#c9312b,201,49,43
Brown Coffee,#4a2c2a,74,44,42
Lunar Landing,#d2cfc1,210,207,193
Voila!,#af8ba8,175,139,168
Coyote,#dc9b68,220,155,104
Bat Wing,#7e7466,126,116,102
Lolita,#bf2735,191,39,53
Nomad,#a19986,161,153,134
Devil's Advocate,#ff3344,255,51,68
Varnished Ivory,#e6dccc,230,220,204
Chess Ivory,#ffe9c5,255,233,197
Maroon,#800000,128,0,0
Freefall,#565266,86,82,102
Pleasing Pink,#f5cdd2,245,205,210
Matterhorn,#524b4b,82,75,75
Diamond White,#e2eff3,226,239,243
Escargot,#fff1d8,255,241,216
Munsell Yellow,#efcc00,239,204,0
Water Lily,#dde3d5,221,227,213
Phantom Ship,#2f3434,47,52,52
Butterum,#c68f65,198,143,101
Heavy Metal,#46473e,70,71,62
Mystic Magenta,#e02e82,224,46,130
Calm Waters,#e7fafa,231,250,250
Baby Bear,#6f5944,111,89,68
Purple Ink,#9a2ca0,154,44,160
Walk in the Park,#88bb11,136,187,17
Jelly Slug,#de6646,222,102,70
Beetroot Purple,#cf2d71,207,45,113
Coffee,#6f4e37,111,78,55
Bengal,#cc974d,204,151,77
Nude Lips,#b5948d,181,148,141
Cornsilk,#fff8dc,255,248,220
Magenta Affair,#aa44dd,170,68,221
Crusade King,#dbc364,219,195,100
Fusilli,#f1e8d6,241,232,214
Chocoholic,#993300,153,51,0
Green Field,#88aa77,136,170,119
Hedge Garden,#00aa11,0,170,17
Pesto Alla Genovese,#558800,85,136,0
Desire,#ea3c53,234,60,83
Pretty Pastry,#dfcdb2,223,205,178
Valentine Lava,#ba0728,186,7,40
Pink Pride,#ef1de7,239,29,231
Malt,#ddcfbc,221,207,188
Hamtaro Brown,#b07426,176,116,38
Fluorescent Pink,#fe1493,254,20,147
Benevolent Pink,#dd1188,221,17,136
Sapphire Glitter,#0033cc,0,51,204
Viking Diva,#cabae0,202,186,224
Mother Earth,#849c8d,132,156,141
Becquerel,#4bec13,75,236,19
Vampire State Building,#cc1100,204,17,0
White Sand,#f5ebd8,245,235,216
Gentle Frost,#dce0cd,220,224,205
Deep Lagoon,#005265,0,82,101
Salmon Poké Bowl,#ee7777,238,119,119
Mental Floss,#deb4c5,222,180,197
Morning Bread,#e7e6de,231,230,222
Pancake,#f7d788,247,215,136
Hey Blue!,#16f8ff,22,248,255
Dark Eclipse,#112244,17,34,68
Purple Climax,#8800ff,136,0,255
Brown,#653700,101,55,0
Muscat Blanc,#ebe2cf,235,226,207
Pomelo Red,#e38fac,227,143,172
Down Feathers,#fff9e7,255,249,231
Bigfoot,#715145,113,81,69
Break the Ice,#b2e1ee,178,225,238
Pegasus,#e8e9e4,232,233,228
Wine Barrel,#aa5522,170,85,34
Night Snow,#aaccff,170,204,255
Orangina,#fec615,254,198,21
Green Tea Mochi,#90a96e,144,169,110
Raspberry,#b00149,176,1,73
Cosmic Explorer,#551155,85,17,85
Little Mermaid,#2d454a,45,69,74
Frothy Milk,#faede6,250,237,230
Megaman,#3cbcfc,60,188,252
Paradise Pink,#e4445e,228,68,94
Yellow,#ffff00,255,255,0
Mermaid Blues,#004477,0,68,119
Mega Metal Mecha,#dfcbcf,223,203,207
Muted Lime,#d1c87c,209,200,124
Iridescent,#3a5b52,58,91,82
Botanical Night,#12403c,18,64,60
Blood Rush,#aa2222,170,34,34
Bureaucracy,#746c8f,116,108,143
Green Thumb,#779900,119,153,0
Magnificent Magenta,#ee22aa,238,34,170
Cortex,#a99592,169,149,146
Warm Ash,#cfc9c7,207,201,199
Meadow Yellow,#f7da90,247,218,144
Violet Vixen,#883377,136,51,119
Peanut,#7a4434,122,68,52
Quicksilver,#a6a6a6,166,166,166
Castle in the Sky,#d1eaed,209,234,237
Desired Dawn,#d8d7d9,216,215,217
Noble Plum,#871f78,135,31,120
Aluminium,#848789,132,135,137
Apricot,#ffb16d,255,177,109
Wine Tasting,#492a34,73,42,52
Muddy Yellow,#bfac05,191,172,5
Irish Clover,#53734c,83,115,76
Homeopathic Lime,#e9f6e2,233,246,226
Pina Colada,#f4deb3,244,222,179
Morning Mist,#e5edf1,229,237,241
Fogtown,#eef0e7,238,240,231
Peach Crème Brûlée,#ffe19d,255,225,157
Edamame,#9ca389,156,163,137
Cold Canada,#dbfffe,219,255,254
Puma,#96711c,150,113,28
Rosecco,#eebbdd,238,187,221
White Russian,#f0e0dc,240,224,220
Delicate Cloud,#dddfe8,221,223,232
Zen Garden,#d1dac0,209,218,192
Denim,#2243b6,34,67,182
Mellow Melon,#ee2266,238,34,102
Vintage,#847592,132,117,146
Yorkshire Cloud,#bac3cc,186,195,204
Ephemeral Red,#e4cfd7,228,207,215
Kimchi,#ed4b00,237,75,0
Curry,#d6a332,214,163,50
Deep Forest,#37413a,55,65,58
Zombie,#595a5c,89,90,92
Café Au Lait,#a57c5b,165,124,91
Ultraberry,#770088,119,0,136
Eggshell,#f0ead6,240,234,214
Misty Morning,#b2c8bd,178,200,189
Cheeky Chestnut,#7b4d3a,123,77,58
Frost,#e1e4c5,225,228,197
Cheesy Frittata,#f0e093,240,224,147
Nugget,#bc9229,188,146,41
Acapulco Dive,#65a7dd,101,167,221
Cheese Please,#ff9613,255,150,19
Mosque,#005f5b,0,95,91
Hazelnut,#a8715a,168,113,90
Flora,#73fa79,115,250,121
Homeopathic Red,#ecdbe0,236,219,224
Cocoloco,#aa8f7a,170,143,122
Canyon Sunset,#e1927a,225,146,122
Hamster Fur,#a6814c,166,129,76
Piglet,#ffc0c6,255,192,198
Neon Boneyard,#dfc5fe,223,197,254
Pineapple Perfume,#eeee88,238,238,136
Fawn,#cfaf7b,207,175,123
Frostbite,#acfffc,172,255,252
Pigeon,#a9afaa,169,175,170
Coco Malt,#e4dcc9,228,220,201
Cosmic Bit Flip,#001000,0,16,0
Vanilla Ice,#fdf2d1,253,242,209
Jasmine,#fff4bb,255,244,187
Pastel Mint,#cef0cc,206,240,204
Espresso,#4e312d,78,49,45
Tender Shoot,#e8eace,232,234,206
Forgotten Mosque,#e2d9db,226,217,219
Pinot Noir,#605258,96,82,88
Witchcraft,#474c50,71,76,80
Warm Light,#fff9d8,255,249,216
Moth,#d2cbaf,210,203,175
One Year of Rain,#29465b,41,70,91
Crown Jewel,#482d54,72,45,84
Pastry,#f8deb8,248,222,184
Flattered Flamingo,#ee6655,238,102,85
Dark Red,#840000,132,0,0
Bread Crumb,#e4d4be,228,212,190
Wave Splash,#cbe4e7,203,228,231
Deep Green,#02590f,2,89,15
Aurora,#eddd59,237,221,89
Fresh Cut Grass,#91cb7d,145,203,125
Bloodthirsty,#880011,136,0,17
Celestial,#006380,0,99,128
Midsummer Nights,#0011ee,0,17,238
Bats Cloak,#1f1518,31,21,24
Grim White,#f6f1f4,246,241,244
Royal Purpleness,#881177,136,17,119
Gale of the Wind,#007844,0,120,68
Willow Leaf,#a1a46d,161,164,109
Possessed Purple,#881166,136,17,102
Cactus,#5b6f55,91,111,85
Camellia,#f6745f,246,116,95
Dynasty Green,#008e80,0,142,128
Active Volcano,#bb1133,187,17,51
Vegetarian,#22aa00,34,170,0
Heartless,#623b70,98,59,112
Love Juice,#cc1155,204,17,85
Matt White,#ffffd4,255,255,212
Turf Master,#009922,0,153,34
Lily,#c19fb3,193,159,179
Swamp Monster,#005511,0,85,17
Hello Darkness My Old Friend,#802280,128,34,128
Water Leaf,#b6ecde,182,236,222
Emerald Forest,#224347,34,67,71
Chicken Masala,#cc8822,204,136,34
Green Glimmer,#00bb00,0,187,0
Baklava,#efb435,239,180,53
Naughty Hottie,#ba403a,186,64,58
Bluebell,#333399,51,51,153
Black Sheep,#0f0d0d,15,13,13
Dark Void,#151517,21,21,23
Alien Abduction,#0cff0c,12,255,12
Fern,#548d44,84,141,68
Ballerina,#f2cfdc,242,207,220
Kenyan Copper,#6c322e,108,50,46
Helvetia Red,#f00000,240,0,0
Black Metal,#060606,6,6,6
Glimpse of Void,#335588,51,85,136
Caramel Finish,#ffd59a,255,213,154
Matt Pink,#ffb6c1,255,182,193
Fuego,#ee5533,238,85,51
Hint of Red,#f6dfe0,246,223,224
Nuclear Blast,#bbff00,187,255,0
Detective Coat,#8b8685,139,134,133
Wild Horses,#8d6747,141,103,71
Sweet Mint Pesto,#bbee99,187,238,153
Dusky Mood,#979ba8,151,155,168
Bright Star,#dde2e6,221,226,230
Blue Bobbin,#52b4ca,82,180,202
Mango,#ffa62b,255,166,43
Nuclear Throne,#00de00,0,222,0
Emerald Glitter,#66bb00,102,187,0
Pastel Turquoise,#99c5c4,153,197,196
Too Dark Tonight,#0011bb,0,17,187
Honeysuckle,#e8ed69,232,237,105
Carmine,#9d0216,157,2,22
